V1, V2, V3, V4, V5, V6
100, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
99.8701298701299, 1.0752688172043, 0.455788514129444, 0, 0.465549348230912, 0.37593984962406
99.708284714119, 0, 0.565552699228792, 0, 0.46875, 0.576784426820476
99.8276852383688, 4.76190476190476, 0.33003300330033, 0, 0.22075055187638, 0.183823529411765
100, 0, 0, 0, 0, 0
100, 0, 4.16666666666667, 100, 0, 0
100, 0, 1.17647058823529, 0, 1.20481927710843, 1.33333333333333
100, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
99.8859749144812, 0, 0.38961038961039, 0, 0.389105058365759, 0.269541778975741
100, 0, 2.06185567010309, 0, 2.53164556962025, 2.53164556962025
99.341021416804, 0, 0.24330900243309, 0, 0.244299674267101, 0.257289879931389
100, 0, 0, 0, 0, 0
100, 0, 1.42857142857143, 0, 2.32558139534884, 2.85714285714286
100, 0, 0, 0, 0, 0
100, 2.08333333333333, 0, 0, 0, 0
99.7840172786177, 1.72413793103448, 1.23076923076923, 0, 1.32013201320132, 1.06382978723404
100, 0, 1.92307692307692, 0, 0, 0
100, 1.25, 0.398803589232303, 4.16666666666667, 0.307062436028659, 0.104493207941484
100, 0, 1.75438596491228, 0, 1.75438596491228, 2.17391304347826
100, 1.14942528735632, 0.384245917387128, 0, 0.294985250737463, 0.200400801603206
100, 0, 1.11111111111111, 0, 1.11111111111111, 1.25
100, 1.61290322580645, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
100, 1.19047619047619, 0.608519269776876, 0, 0.613496932515337, 0.432900432900433
100, 0, 0, 0, 0, 0
99.8842592592593, 0, 0.355871886120996, 0, 0.35650623885918, 0.366300366300366
99.8225377107365, 0, 0.230769230769231, 0, 0.0773993808049536, 0.0917431192660551
100, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
100, 0, 10, 0, 11.1111111111111, 20
97.7272727272727, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
100, 2.38095238095238, 1.78571428571429, 0, 1.85185185185185, 2.56410256410256
100, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
100, 0, 0.202839756592292, 0, 0.206611570247934, 0
100, 0, 0, 0, 0, 0
100, 0, 4.16666666666667, 0, 7.14285714285714, 9.09090909090909
100, 2.77777777777778, 0, 0, 0, 0
100, 0, 0, 0, 0.132100396301189, 0
100, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
100, 0, 0.264900662251656, 0, 0.272479564032698, 0.280112044817927
100, 0, 0.236220472440945, 0, 0.157977883096367, 0.0791139240506329
100, 2.77777777777778, 0.100806451612903, 0, 0.101112234580384, 0
96, 5.26315789473684, 1.03092783505155, 0, 1.31578947368421, 0
100, 0, 0, 0, 0, 0
100, 0, 0.198019801980198, 0, 0.29585798816568, 0.29673590504451
100, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
99.2937853107345, 0, 0, 0, 0, 0
99.4397759103641, 0, 0.349040139616056, 0, 0.350877192982456, 0.359066427289048
94.8646773074254, 0, 0.215362526920316, 0, 0.216450216450216, 0.0903342366757001
90.7146876758582, 0, 0.313087038196619, 0, 0.314070351758794, 0.0871839581517001
100, 5.88235294117647, 0, 0, 0, 0
100, 0, 0.169779286926995, 0, 0.170068027210884, 0.176991150442478
100, 0, 0, 0, 0, 0
94.1176470588235, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
100, 0, 0.754716981132076, 0, 0.87719298245614, 1.06951871657754
100, 0, 0, 0, 0, 0
100, 0, 2.17391304347826, 0, 2.22222222222222, 2.63157894736842
100, 0, 0, 0, 0, 0
99.4011976047904, 0, 0.769230769230769, 0, 0.775193798449612, 0.826446280991736
100, 1.16279069767442, 0.157728706624606, 0, 0, 0
100, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
99.7867803837953, 0, 0.0913798355162961, 0, 0.0914076782449726, 0.109409190371991
100, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
100, 0.719424460431655, 0.421052631578947, 0, 0.421940928270042, 0.220994475138122
100, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
100, 0, 0.432900432900433, 0, 0.446428571428571, 0.446428571428571
100, 0, 0, 0, 0, 0
100, 0, 2.94117647058824, 0, 3, 3.03030303030303
100, 0, 0.0574382538770821, 0, 0.0587199060481503, 0
99.6889580093313, 0, 0.857519788918206, 0, 0.661813368630046, 0.261324041811847
99.7732426303855, 0, 0.399290150842946, 0, 0.407424173834314, 0.598802395209581
100, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
100, 0, 0.317460317460317, 0, 0.389105058365759, 0.636942675159236
100, 0, 0, 0, 0, 0
100, 0, 0.0763941940412529, 0, 0.0765110941086457, 0.0777604976671851
100, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
99.9222395023328, 0, 0.0658761528326746, 0, 0.0793021411578113, 0.0834724540901502
100, 0, 1.63934426229508, 2.08333333333333, 0, 0
100, 0, 0, 0, 0, 0
100, 0, 0.0969932104752667, 0, 0.0970873786407767, 0.0998003992015968
100, 0, 0.100502512562814, 0, 0.106951871657754, 0
100, 0, 0.12853470437018, 0, 0.167785234899329, 0.212314225053079
97.3154362416107, 0, 0.8, 0, 1.2987012987013, 1.72413793103448
100, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
99.8461538461539, 0, 0.133689839572193, 0, 0.147058823529412, 0.150602409638554
100, 0, 0, 0, 0, 0
99.9074074074074, 0, 0.770547945205479, 0, 0.77120822622108, 0.641025641025641
100, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
96.969696969697, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
100, 1, 0, 0, 0, 0
100, 0, 0.0873362445414847, 0, 0.0897666068222621, 0.111111111111111
99.8144712430427, 0, 0, 0, 0, 0
100, 0, 0.12970168612192, 0, 0.140845070422535, 0.153846153846154
100, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
100, 0, 0.75187969924812, 0, 0.943396226415094, 1.03092783505155
100, 0, 0.165289256198347, 0, 0.175438596491228, 0.17825311942959
99.5983935742972, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
99.7542997542998, 0, 0.232018561484919, 0, 0.248756218905473, 0.284900284900285
100, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
100, 0, 1.29310344827586, 2.94117647058824, 1.01010101010101, 1.19760479041916
100, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
100, 20, 1.49253731343284, 3.44827586206897, 1.2448132780083, 0.591715976331361
100, 5.26315789473684, 1.16896918172157, 0, 1.16896918172157, 1.08695652173913
100, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
100, 12.5, 11.5384615384615, 0, 18.75, 15.3846153846154
100, 0, 0, 0, 0, 0
100, 0, 0.693374422187982, 0, 0.693909020817271, 0
100, 0, 0, 0, 0, 0
100, 0, 1.26582278481013, 0, 1.28205128205128, 1.40845070422535
100, 5, 2.7027027027027, 0, 3.57142857142857, 0
100, 0, 0, 0, 0, 0
99.2927864214993, 0, 0.416956219596942, 0, 0.487125956854558, 0.362844702467344
100, 0, 0.233644859813084, 0, 0.239425379090184, 0.242130750605327
100, 1.36986301369863, 0.218340611353712, 0, 0.21978021978022, 0.225733634311512
100, 3.33333333333333, 0, 0, 0, 0
100, 0, 0.980392156862745, 0, 1.38888888888889, 1.53846153846154
100, 0, 2.56410256410256, 0, 2.5974025974026, 1.44927536231884
100, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
100, 0, 0.319148936170213, 0, 0.22075055187638, 0.111982082866741
100, 0, 3.2967032967033, 11.7647058823529, 1.33333333333333, 1.47058823529412
100, 3.33333333333333, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
100, 0, 0, 0, 0, 0
100, 1.28205128205128, 1, 0, 1.06007067137809, 0.892857142857143
100, 0, 0, 0, 0, 0
100, 0, 0.75187969924812, 0, 1.06382978723404, 1.03092783505155
100, 0, 0.693481276005548, 0, 0.705218617771509, 0.757575757575758
100, 0, 0.0868809730668983, 0, 0.0874125874125874, 0.0888888888888889
100, 4, 2.73972602739726, 0, 2.8169014084507, 1.58730158730159
100, 2.17391304347826, 0.970873786407767, 0, 2.4390243902439, 0